Date,P/E,P/B,Div Yield %,,Investment
31-Aug-07,20.2,5.08,1.1,,
3-Sep-07,20.25,5.1,1.1,,
4-Sep-07,20.27,5.1,1.1,,
5-Sep-07,20.26,5.1,1.1,,
6-Sep-07,20.45,5.15,1.09,,
7-Sep-07,20.41,5.14,1.09,,
10-Sep-07,20.4,5.13,1.09,,
11-Sep-07,20.35,5.12,1.09,,
12-Sep-07,20.35,5.12,1.09,,
13-Sep-07,20.5,5.16,1.08,,
14-Sep-07,20.45,5.03,1.14,,
17-Sep-07,20.34,5.01,1.15,,
18-Sep-07,20.57,5.06,1.14,,
19-Sep-07,21.42,5.27,1.09,,
20-Sep-07,21.49,5.29,1.09,,
21-Sep-07,21.89,5.39,1.07,,
24-Sep-07,22.18,5.26,1.08,,
25-Sep-07,22.21,5.27,1.08,,
26-Sep-07,22.21,5.27,1.08,,
27-Sep-07,22.49,5.33,1.07,,
28-Sep-07,22.58,5.36,1.06,,
1-Oct-07,22.79,5.41,1.05,,
3-Oct-07,23.43,5.56,1.03,,
4-Oct-07,23.42,5.56,1.03,,
5-Oct-07,23.62,5.66,1.01,,
8-Oct-07,23.16,5.55,1.03,,
9-Oct-07,24.26,5.82,0.99,,
10-Oct-07,24.78,5.94,0.97,,
11-Oct-07,25.13,6.03,0.95,,
12-Oct-07,24.67,5.93,0.97,,
15-Oct-07,25.77,6.19,0.93,,
16-Oct-07,25.71,5.9,0.95,,
17-Oct-07,25.2,5.78,0.97,,
18-Oct-07,24.33,5.6,1.01,,
19-Oct-07,23.46,5.45,1.03,,
22-Oct-07,23.28,5.42,1.04,,
23-Oct-07,24.53,5.72,0.98,,
24-Oct-07,24.66,5.75,0.98,,
25-Oct-07,25.01,5.82,0.97,,
26-Oct-07,25.57,5.96,0.94,,
29-Oct-07,26.35,6.18,0.91,,
30-Oct-07,26.01,6.15,0.92,,
31-Oct-07,25.74,6.18,0.91,,
1-Nov-07,25.65,6.15,0.92,,
2-Nov-07,25.94,6.21,0.91,,
5-Nov-07,25.57,6.13,0.92,,
6-Nov-07,25.31,6.06,0.93,,
7-Nov-07,25.29,6.06,0.93,,
8-Nov-07,24.92,5.97,0.94,,
9-Nov-07,24.77,5.93,0.95,,
12-Nov-07,24.57,5.89,0.96,,
13-Nov-07,24.92,5.97,0.94,,
14-Nov-07,25.98,6.22,0.9,,
15-Nov-07,25.87,6.2,0.91,,
16-Nov-07,25.86,6.2,0.91,,
19-Nov-07,25.87,6.2,0.91,,
20-Nov-07,25.32,6.06,0.93,,
21-Nov-07,24.35,5.83,0.97,,
22-Nov-07,24.17,5.79,0.97,,
23-Nov-07,24.53,5.88,0.96,,
26-Nov-07,25.07,6.01,0.94,,
27-Nov-07,24.92,5.98,0.94,,
28-Nov-07,24.57,5.89,0.96,,
29-Nov-07,24.65,5.91,0.95,,
30-Nov-07,25.21,6.05,0.93,,
3-Dec-07,25.66,6.15,0.91,,
4-Dec-07,25.63,6.15,0.92,,
5-Dec-07,25.98,6.23,0.9,,
6-Dec-07,26.05,6.25,0.9,,
7-Dec-07,26.14,6.27,0.9,,
10-Dec-07,26.08,6.26,0.9,,
11-Dec-07,26.68,6.4,0.88,,
12-Dec-07,27.69,6.44,0.83,,
13-Dec-07,27.23,6.33,0.85,,
14-Dec-07,27.19,6.32,0.85,,
17-Dec-07,25.97,6.01,0.89,,
18-Dec-07,25.81,5.97,0.9,,
19-Dec-07,25.85,5.98,0.89,,
20-Dec-07,25.92,6,0.89,,
24-Dec-07,26.91,6.23,0.86,,
26-Dec-07,27.29,6.32,0.85,,
27-Dec-07,27.36,6.33,0.85,,
28-Dec-07,27.35,6.33,0.85,,
31-Dec-07,27.62,6.39,0.84,,
1-Jan-08,27.64,6.4,0.84,,
2-Jan-08,27.8,6.43,0.83,,
3-Jan-08,27.8,6.43,0.83,,
4-Jan-08,28.23,6.53,0.82,,
7-Jan-08,28.25,6.54,0.82,,
8-Jan-08,28.29,6.55,0.82,,
9-Jan-08,28.22,6.53,0.82,,
10-Jan-08,27.7,6.41,0.83,,
11-Jan-08,27.86,6.46,0.83,,
14-Jan-08,27.89,6.47,0.83,,
15-Jan-08,27.3,6.33,0.85,,
16-Jan-08,26.67,6.18,0.87,,
17-Jan-08,25.47,6.16,0.87,,
18-Jan-08,24.49,5.94,0.9,,
21-Jan-08,22.33,5.43,0.99,,
22-Jan-08,20.96,5.1,1.05,,
23-Jan-08,22.26,5.42,0.99,,
24-Jan-08,21.52,5.24,1.02,,
25-Jan-08,22.88,5.61,0.95,,
28-Jan-08,22.6,5.52,0.97,,
29-Jan-08,22.55,5.53,0.97,,
30-Jan-08,22.02,5.41,0.99,,
31-Jan-08,21.97,5.38,0.99,,
1-Feb-08,22.68,5.57,0.96,,
4-Feb-08,23.31,5.72,0.94,,
5-Feb-08,23.4,5.74,0.93,,
6-Feb-08,22.71,5.58,0.96,,
7-Feb-08,21.9,5.38,1,,
8-Feb-08,21.85,5.36,1,,
11-Feb-08,20.72,5.09,1.05,,
12-Feb-08,20.64,5.07,1.06,,
13-Feb-08,21.03,5.16,1.04,,
14-Feb-08,22.19,5.45,0.98,,
15-Feb-08,22.62,5.56,0.96,,
18-Feb-08,22.51,5.53,0.97,,
19-Feb-08,22.52,5.53,0.97,,
20-Feb-08,21.98,5.4,0.99,,
21-Feb-08,22.14,5.44,0.98,,
22-Feb-08,21.79,5.35,1,,
25-Feb-08,22.17,5.45,0.98,,
26-Feb-08,22.47,5.52,0.97,,
27-Feb-08,22.46,5.52,0.97,,
28-Feb-08,22.53,5.54,0.97,,
29-Feb-08,22.27,5.47,0.98,,
3-Mar-08,21.12,5.19,1.03,,
4-Mar-08,20.74,5.1,1.05,,
5-Mar-08,20.98,5.16,1.04,,
7-Mar-08,20.35,5,1.07,,
10-Mar-08,20.47,5.03,1.06,,
11-Mar-08,20.75,5.1,1.05,,
12-Mar-08,20.78,5.11,1.05,,
13-Mar-08,19.72,4.81,1.13,,
14-Mar-08,20.68,5.1,1.06,,
17-Mar-08,19.62,4.84,1.12,,
18-Mar-08,19.75,4.87,1.11,,
19-Mar-08,19.93,4.91,1.1,,
24-Mar-08,20.09,4.95,1.09,,
25-Mar-08,21.25,5.24,1.03,,
26-Mar-08,21.05,5.19,1.04,,
27-Mar-08,21.05,5.19,1.04,,
28-Mar-08,21.54,5.31,1.02,,
31-Mar-08,20.63,5.09,1.06,,
1-Apr-08,20.66,5.09,1.06,,
2-Apr-08,20.72,5.11,1.06,,
3-Apr-08,20.8,5.13,1.05,,
4-Apr-08,20.25,4.99,1.08,,
7-Apr-08,20.75,5.12,1.05,,
8-Apr-08,20.53,5.06,1.07,,
9-Apr-08,20.69,5.1,1.06,,
10-Apr-08,20.63,5.09,1.06,,
11-Apr-08,20.82,5.13,1.05,,
15-Apr-08,21.26,5.24,1.03,,
16-Apr-08,21.29,5.25,1.03,,
17-Apr-08,21.6,5.33,1.01,,
21-Apr-08,21.92,5.41,1,,
22-Apr-08,21.8,5.43,0.99,,
23-Apr-08,21.69,5.4,1,,
24-Apr-08,21.57,5.37,1,,
25-Apr-08,21.96,5.49,0.98,,
28-Apr-08,21.85,5.47,0.99,,
29-Apr-08,22.31,5.58,0.97,,
30-Apr-08,22.17,5.55,0.97,,
2-May-08,22.42,5.62,0.96,,
5-May-08,22.2,5.58,0.97,,
6-May-08,22.02,5.53,0.97,,
7-May-08,21.98,5.52,0.98,,
8-May-08,21.75,5.47,0.99,,
9-May-08,21.32,5.36,1.01,,
12-May-08,21.45,5.39,1,,
13-May-08,21.21,5.33,1.01,,
14-May-08,21.44,5.39,1,,
15-May-08,21.84,5.5,0.98,,
16-May-08,21.94,5.55,0.97,,
20-May-08,21.72,5.49,0.98,,
21-May-08,21.77,5.5,0.98,,
22-May-08,21.38,5.4,1,,
23-May-08,21.03,5.32,1.01,,
26-May-08,20.73,5.01,1.09,,
27-May-08,20.67,5,1.09,,
28-May-08,20.92,5.06,1.08,,
29-May-08,20.59,4.97,1.1,,
30-May-08,20.74,5.01,1.09,,
2-Jun-08,20.17,4.87,1.12,,
3-Jun-08,20.07,4.85,1.12,,
4-Jun-08,19.52,4.71,1.15,,
5-Jun-08,19.91,4.81,1.13,,
6-Jun-08,19.7,4.76,1.14,,
9-Jun-08,19.16,4.63,1.18,,
10-Jun-08,18.94,4.4,1.22,,
11-Jun-08,19.25,4.48,1.2,,
12-Jun-08,19.32,4.49,1.2,,
13-Jun-08,19.23,4.47,1.2,,
16-Jun-08,19.46,4.53,1.19,,
17-Jun-08,19.89,4.6,1.17,,
18-Jun-08,19.6,4.53,1.19,,
19-Jun-08,19.26,4.46,1.21,,
20-Jun-08,18.59,4.3,1.25,,
23-Jun-08,18.25,4.22,1.27,,
24-Jun-08,17.91,4.15,1.3,,
25-Jun-08,18.18,4.21,1.28,,
26-Jun-08,18.45,4.27,1.26,,
27-Jun-08,17.67,4.09,1.31,,
30-Jun-08,17.28,4,1.35,,
1-Jul-08,16.66,3.86,1.4,,
2-Jul-08,17.5,4.05,1.33,,
3-Jul-08,16.79,3.89,1.39,,
4-Jul-08,17.22,3.8,1.37,,
7-Jul-08,17.28,3.82,1.37,,
8-Jul-08,17.11,3.78,1.38,,
9-Jul-08,17.83,3.94,1.32,,
10-Jul-08,17.85,3.94,1.32,,
11-Jul-08,17.34,3.83,1.36,,
14-Jul-08,17.3,3.82,1.36,,
15-Jul-08,16.53,3.66,1.42,,
16-Jul-08,16.33,3.61,1.44,,
17-Jul-08,16.87,3.74,1.39,,
18-Jul-08,17.49,3.87,1.34,,
21-Jul-08,17.72,3.94,1.32,,
22-Jul-08,18.06,4.01,1.3,,
23-Jul-08,19.06,4.12,1.24,,
24-Jul-08,18.79,4.08,1.25,,
25-Jul-08,18.19,3.97,1.28,,
28-Jul-08,18.2,3.99,1.28,,
29-Jul-08,17.49,3.85,1.32,,
30-Jul-08,18.08,3.97,1.28,,
31-Jul-08,18.22,3.99,1.28,,
1-Aug-08,18.56,4.06,1.25,,
4-Aug-08,18.54,4.04,1.26,,
5-Aug-08,18.99,4.14,1.23,,
6-Aug-08,19.05,4.16,1.23,,
7-Aug-08,19.08,4.16,1.22,,
8-Aug-08,19.1,4.17,1.22,,
11-Aug-08,19.49,4.25,1.2,,
12-Aug-08,19.2,4.19,1.22,,
13-Aug-08,19.1,4.17,1.22,,
14-Aug-08,18.69,4.08,1.25,,
18-Aug-08,18.53,4.04,1.26,,
19-Aug-08,18.43,4.02,1.27,,
20-Aug-08,18.63,4.06,1.25,,
21-Aug-08,18.07,3.94,1.29,,
22-Aug-08,18.25,3.8,1.3,,
25-Aug-08,18.29,3.8,1.3,,
26-Aug-08,18.3,3.8,1.3,,
27-Aug-08,18.1,3.77,1.31,,
28-Aug-08,17.81,3.7,1.33,,
29-Aug-08,18.43,3.83,1.29,,
1-Sep-08,18.38,3.82,1.29,,
2-Sep-08,19.03,3.96,1.24,,
4-Sep-08,18.8,3.91,1.26,,
5-Sep-08,18.39,3.83,1.29,,
8-Sep-08,18.94,3.94,1.25,,
9-Sep-08,18.9,3.93,1.25,,
10-Sep-08,18.88,3.94,1.26,,
11-Sep-08,18.41,3.84,1.29,,
12-Sep-08,18.14,3.79,1.31,,
15-Sep-08,17.5,3.65,1.36,,
16-Sep-08,17.51,3.66,1.35,,
17-Sep-08,17.22,3.6,1.38,,
18-Sep-08,17.35,3.36,1.41,,
19-Sep-08,18.24,3.53,1.34,,
22-Sep-08,18.15,3.52,1.35,,
23-Sep-08,17.73,3.44,1.38,,
24-Sep-08,17.88,3.46,1.37,,
25-Sep-08,17.66,3.42,1.38,,
26-Sep-08,17.12,3.32,1.43,,
29-Sep-08,16.54,3.21,1.48,,
30-Sep-08,16.85,3.26,1.45,,
1-Oct-08,16.98,3.29,1.44,,
3-Oct-08,16.41,3.18,1.49,,
6-Oct-08,15.48,3,1.58,,
7-Oct-08,15.5,3,1.58,,
8-Oct-08,15.1,2.93,1.62,,
10-Oct-08,14.07,2.73,1.73,,
13-Oct-08,14.97,2.91,1.63,,
14-Oct-08,15.09,2.93,1.62,,
15-Oct-08,14.31,2.78,1.7,,
16-Oct-08,14.01,2.72,1.74,,
17-Oct-08,13.15,2.56,1.85,,
20-Oct-08,13.47,2.62,1.81,,
21-Oct-08,13.92,2.72,1.74,,
22-Oct-08,13.18,2.57,1.84,,
23-Oct-08,12.66,2.47,1.92,,
24-Oct-08,10.99,2.17,2.18,,
27-Oct-08,10.68,2.12,2.24,,
28-Oct-08,11.36,2.25,2.1,,
29-Oct-08,11.42,2.26,2.09,,
31-Oct-08,12.57,2.42,1.96,,
3-Nov-08,13.33,2.56,1.85,,
4-Nov-08,13.76,2.64,1.8,,
5-Nov-08,13.11,2.51,1.88,,
6-Nov-08,12.66,2.43,1.95,,
7-Nov-08,13.02,2.5,1.9,,
10-Nov-08,13.78,2.64,1.79,,
11-Nov-08,12.87,2.47,1.92,,
12-Nov-08,12.48,2.39,1.98,,
14-Nov-08,12.31,2.36,2.01,,
17-Nov-08,12.26,2.35,2.01,,
18-Nov-08,11.75,2.25,2.11,,
19-Nov-08,11.54,2.21,2.14,,
20-Nov-08,11.18,2.15,2.21,,
21-Nov-08,11.8,2.26,2.1,,
24-Nov-08,11.86,2.28,2.09,,
25-Nov-08,11.63,2.23,2.13,,
26-Nov-08,12.06,2.31,2.05,,
28-Nov-08,12.08,2.32,2.05,,
1-Dec-08,11.76,2.25,2.11,,
2-Dec-08,11.65,2.23,2.13,,
3-Dec-08,11.64,2.23,2.13,,
4-Dec-08,12.22,2.34,2.03,,
5-Dec-08,11.9,2.24,2.08,,
8-Dec-08,12.2,2.3,2.03,,
10-Dec-08,12.84,2.42,1.93,,
11-Dec-08,12.8,2.41,1.94,,
12-Dec-08,12.81,2.41,1.93,,
15-Dec-08,13.07,2.46,1.9,,
16-Dec-08,13.33,2.51,1.86,,
17-Dec-08,12.95,2.44,1.91,,
18-Dec-08,13.42,2.53,1.85,,
19-Dec-08,13.49,2.54,1.84,,
22-Dec-08,13.32,2.51,1.86,,
23-Dec-08,13.01,2.45,1.9,,
24-Dec-08,12.79,2.41,1.94,,
26-Dec-08,12.52,2.36,1.98,,
29-Dec-08,12.81,2.41,1.93,,
30-Dec-08,13.06,2.46,1.9,,
31-Dec-08,12.97,2.44,1.91,,
1-Jan-09,13.3,2.5,1.86,,
2-Jan-09,13.36,2.51,1.85,,
5-Jan-09,13.68,2.58,1.81,,
6-Jan-09,13.64,2.57,1.82,,
7-Jan-09,12.8,2.41,1.93,,
9-Jan-09,12.59,2.37,1.97,,
12-Jan-09,12.32,2.31,2.02,,
13-Jan-09,12.16,2.28,2.04,,
14-Jan-09,12.56,2.36,1.98,,
15-Jan-09,12.1,2.28,2.05,,
16-Jan-09,12.51,2.35,1.98,,
19-Jan-09,12.58,2.37,1.97,,
20-Jan-09,12.36,2.33,2,,
21-Jan-09,11.97,2.25,2.07,,
22-Jan-09,11.96,2.26,2.06,,
23-Jan-09,12.27,2.23,2.09,,
27-Jan-09,12.67,2.3,2.02,,
28-Jan-09,13.1,2.37,1.97,,
29-Jan-09,13.17,2.35,1.98,,
30-Jan-09,13.4,2.39,1.95,,
2-Feb-09,13.12,2.3,2.02,,
3-Feb-09,13.2,2.31,2.01,,
4-Feb-09,13.29,2.33,2,,
5-Feb-09,13.19,2.31,2.02,,
6-Feb-09,13.49,2.36,1.97,,
9-Feb-09,13.86,2.43,1.92,,
10-Feb-09,13.93,2.44,1.91,,
11-Feb-09,13.89,2.43,1.91,,
12-Feb-09,13.73,2.41,1.94,,
13-Feb-09,14,2.45,1.9,,
16-Feb-09,13.52,2.36,1.97,,
17-Feb-09,13.15,2.3,2.02,,
18-Feb-09,13.18,2.3,2.02,,
19-Feb-09,13.24,2.31,2.01,,
20-Feb-09,12.99,2.27,2.05,,
24-Feb-09,12.98,2.27,2.05,,
25-Feb-09,13.11,2.29,2.03,,
26-Feb-09,13.22,2.31,2.01,,
27-Feb-09,13.12,2.29,2.03,,
2-Mar-09,12.7,2.22,2.09,,
3-Mar-09,12.45,2.18,2.14,,
4-Mar-09,12.56,2.19,2.12,,
5-Mar-09,12.23,2.14,2.17,,
6-Mar-09,12.44,2.17,2.14,,
9-Mar-09,12.21,2.14,2.18,,
12-Mar-09,12.42,2.17,2.14,,
13-Mar-09,12.91,2.26,2.06,,
16-Mar-09,13.18,2.3,2.02,,
17-Mar-09,13.09,2.29,2.03,,
18-Mar-09,13.27,2.32,2,,
19-Mar-09,13.33,2.33,2,,
20-Mar-09,13.33,2.33,2,,
23-Mar-09,13.96,2.44,1.9,,
24-Mar-09,13.96,2.44,1.91,,
25-Mar-09,14.17,2.48,1.88,,
26-Mar-09,14.64,2.56,1.82,,
27-Mar-09,14.7,2.57,1.8,,
30-Mar-09,14.08,2.46,1.88,,
31-Mar-09,14.29,2.5,1.85,,
1-Apr-09,14.49,2.53,1.83,,
2-Apr-09,15.2,2.66,1.74,,
6-Apr-09,15.42,2.69,1.72,,
8-Apr-09,15.82,2.77,1.67,,
9-Apr-09,15.82,2.77,1.67,,
13-Apr-09,16.01,2.8,1.65,,
15-Apr-09,16.45,2.88,1.61,,
16-Apr-09,15.9,2.79,1.66,,
17-Apr-09,15.97,2.8,1.65,,
20-Apr-09,15.94,2.79,1.66,,
21-Apr-09,15.86,2.78,1.65,,
22-Apr-09,15.69,2.75,1.67,,
23-Apr-09,16.12,2.82,1.63,,
24-Apr-09,16.43,2.87,1.6,,
27-Apr-09,16.53,2.87,1.6,,
28-Apr-09,16.02,2.78,1.65,,
29-Apr-09,16.53,2.87,1.6,,
4-May-09,17.37,3.02,1.52,,
5-May-09,17.4,3.02,1.52,,
6-May-09,17.23,2.99,1.53,,
7-May-09,17.51,3.04,1.51,,
8-May-09,17.21,2.99,1.54,,
11-May-09,16.78,2.93,1.56,,
12-May-09,17.38,3.04,1.51,,
13-May-09,17.17,3,1.53,,
14-May-09,16.97,2.97,1.55,,
15-May-09,17.34,3.03,1.51,,
18-May-09,20.41,3.57,1.29,,
19-May-09,20.39,3.57,1.29,,
20-May-09,20.18,3.53,1.3,,
21-May-09,19.85,3.48,1.32,,
22-May-09,19.87,3.5,1.31,,
25-May-09,19.85,3.5,1.31,,
26-May-09,19.29,3.36,1.34,,
27-May-09,20,3.49,1.29,,
28-May-09,20.32,3.54,1.27,,
29-May-09,20.82,3.63,1.24,,
1-Jun-09,20.62,3.69,1.21,,
2-Jun-09,20.6,3.69,1.22,,
3-Jun-09,20.62,3.69,1.21,,
4-Jun-09,20.87,3.73,1.2,,
5-Jun-09,20.93,3.74,1.2,,
8-Jun-09,20.21,3.61,1.24,,
9-Jun-09,20.77,3.71,1.21,,
10-Jun-09,21.24,3.8,1.18,,
11-Jun-09,21.16,3.78,1.19,,
12-Jun-09,20.91,3.72,1.19,,
15-Jun-09,20.47,3.64,1.22,,
16-Jun-09,20.63,3.67,1.21,,
17-Jun-09,19.5,3.56,1.26,,
18-Jun-09,19.03,3.47,1.29,,
19-Jun-09,19.31,3.52,1.27,,
22-Jun-09,18.96,3.46,1.3,,
23-Jun-09,19.01,3.47,1.29,,
24-Jun-09,19.22,3.51,1.28,,
25-Jun-09,19.07,3.46,1.3,,
26-Jun-09,20.08,3.63,1.14,,
29-Jun-09,20.25,3.64,1.13,,
30-Jun-09,19.97,3.56,1.16,,
1-Jul-09,20.2,3.6,1.15,,
2-Jul-09,20.23,3.61,1.15,,
3-Jul-09,20.58,3.67,1.13,,
6-Jul-09,19.38,3.37,1.22,,
7-Jul-09,19.55,3.4,1.21,,
8-Jul-09,18.98,3.3,1.25,,
9-Jul-09,18.99,3.3,1.25,,
10-Jul-09,18.58,3.24,1.27,,
13-Jul-09,18.42,3.22,1.28,,
14-Jul-09,19.02,3.33,1.23,,
15-Jul-09,19.58,3.4,1.21,,
16-Jul-09,19.21,3.4,1.21,,
17-Jul-09,19.87,3.52,1.17,,
20-Jul-09,20.44,3.62,1.14,,
21-Jul-09,20.29,3.59,1.15,,
22-Jul-09,19.89,3.54,1.17,,
23-Jul-09,20.27,3.64,1.13,,
24-Jul-09,20.6,3.67,1.12,,
27-Jul-09,20.59,3.68,1.12,,
28-Jul-09,20.3,3.67,1.12,,
29-Jul-09,20.08,3.63,1.14,,
30-Jul-09,20.31,3.68,1.12,,
31-Jul-09,20.68,3.73,1.11,,
3-Aug-09,21.09,3.79,1.09,,
4-Aug-09,20.99,3.77,1.09,,
5-Aug-09,21.05,3.78,1.09,,
6-Aug-09,20.56,3.69,1.12,,
7-Aug-09,20.1,3.61,1.14,,
10-Aug-09,19.9,3.57,1.15,,
11-Aug-09,20.06,3.6,1.15,,
12-Aug-09,19.99,3.59,1.15,,
13-Aug-09,20.66,3.71,1.11,,
14-Aug-09,20.54,3.58,1.12,,
17-Aug-09,19.68,3.43,1.17,,
18-Aug-09,20,3.49,1.15,,
19-Aug-09,19.71,3.44,1.16,,
20-Aug-09,19.98,3.48,1.15,,
21-Aug-09,20.31,3.54,1.13,,
24-Aug-09,20.82,3.63,1.1,,
25-Aug-09,20.88,3.64,1.1,,
26-Aug-09,20.97,3.66,1.09,,
27-Aug-09,21.01,3.67,1.09,,
28-Aug-09,21.26,3.71,1.08,,
31-Aug-09,20.94,3.66,1.09,,
1-Sep-09,20.78,3.63,1.1,,
2-Sep-09,20.7,3.61,1.11,,
3-Sep-09,20.63,3.6,1.11,,
4-Sep-09,21.02,3.67,1.09,,
7-Sep-09,21.49,3.75,1.07,,
8-Sep-09,21.59,3.77,1.06,,
9-Sep-09,21.63,3.78,1.06,,
10-Sep-09,21.66,3.78,1.06,,
11-Sep-09,21.7,3.79,1.06,,
14-Sep-09,21.66,3.78,1.06,,
15-Sep-09,22.03,3.85,1.04,,
16-Sep-09,22.33,3.9,1.03,,
17-Sep-09,22.36,3.9,1.02,,
18-Sep-09,22.41,3.91,1.02,,
22-Sep-09,22.61,3.95,1.01,,
23-Sep-09,22.38,3.68,1.02,,
24-Sep-09,22.46,3.69,1.02,,
25-Sep-09,22.33,3.67,1.02,,
29-Sep-09,22.55,3.7,1.01,,
30-Sep-09,22.9,3.76,1,,
1-Oct-09,22.89,3.76,1,,
5-Oct-09,22.53,3.7,1.01,,
6-Oct-09,22.67,3.72,1.01,,
7-Oct-09,22.48,3.69,1.02,,
8-Oct-09,22.58,3.71,1.01,,
9-Oct-09,22.31,3.67,1.02,,
12-Oct-09,22.8,3.75,1,,
14-Oct-09,22.97,3.79,0.99,,
15-Oct-09,22.93,3.79,0.99,,
16-Oct-09,23.08,3.81,0.98,,
17-Oct-09,23.08,3.81,0.98,,
20-Oct-09,22.94,3.79,0.99,,
21-Oct-09,22.71,3.75,1,,
22-Oct-09,22.44,3.73,1,,
23-Oct-09,22.19,3.74,1,,
26-Oct-09,21.96,3.72,1.01,,
27-Oct-09,21.42,3.63,1.03,,
28-Oct-09,21.33,3.61,1.04,,
29-Oct-09,21,3.56,1.05,,
30-Oct-09,20.45,3.53,1.06,,
3-Nov-09,19.81,3.42,1.1,,
4-Nov-09,20.45,3.53,1.06,,
5-Nov-09,20.68,3.57,1.05,,
6-Nov-09,21.05,3.59,1.04,,
9-Nov-09,21.5,3.67,1.02,,
10-Nov-09,21.43,3.65,1.02,,
11-Nov-09,22.24,3.78,0.98,,
12-Nov-09,22.02,3.5,1,,
13-Nov-09,22.22,3.54,0.99,,
16-Nov-09,22.48,3.58,0.98,,
17-Nov-09,22.5,3.58,0.98,,
18-Nov-09,22.47,3.58,0.98,,
19-Nov-09,22.18,3.53,0.99,,
20-Nov-09,22.46,3.58,0.98,,
23-Nov-09,22.69,3.61,0.97,,
24-Nov-09,22.63,3.6,0.97,,
25-Nov-09,22.71,3.61,0.97,,
26-Nov-09,22.25,3.54,0.99,,
27-Nov-09,21.97,3.5,1,,
30-Nov-09,22.37,3.56,0.98,,
1-Dec-09,22.77,3.62,0.97,,
2-Dec-09,22.77,3.63,0.97,,
3-Dec-09,22.81,3.63,0.96,,
4-Dec-09,22.71,3.62,0.97,,
7-Dec-09,22.52,3.59,0.98,,
8-Dec-09,22.92,3.65,0.96,,
9-Dec-09,22.76,3.62,0.97,,
10-Dec-09,22.86,3.64,0.96,,
11-Dec-09,22.79,3.63,0.96,,
14-Dec-09,22.74,3.62,0.97,,
15-Dec-09,22.41,3.57,0.98,,
16-Dec-09,22.45,3.57,0.98,,
17-Dec-09,22.45,3.57,0.98,,
18-Dec-09,22.21,3.5,0.99,,
21-Dec-09,22.05,3.48,0.99,,
22-Dec-09,22.2,3.5,0.99,,
23-Dec-09,22.91,3.61,0.96,,
24-Dec-09,23.07,3.64,0.95,,
29-Dec-09,23.11,3.64,0.95,,
30-Dec-09,23.03,3.63,0.95,,
31-Dec-09,23.17,3.65,0.95,,
4-Jan-10,23.31,3.67,0.94,,
5-Jan-10,23.57,3.71,0.93,,
6-Jan-10,23.59,3.72,0.93,,
7-Jan-10,23.51,3.7,0.93,,
8-Jan-10,23.43,3.69,0.94,,
11-Jan-10,23.45,3.7,0.94,,
12-Jan-10,23.28,3.67,0.94,,
13-Jan-10,23.38,3.68,0.94,,
14-Jan-10,23.5,3.7,0.93,,
15-Jan-10,23.46,3.69,0.94,,
18-Jan-10,23.57,3.71,0.93,,
19-Jan-10,23.35,3.68,0.94,,
20-Jan-10,23.06,3.67,0.94,,
21-Jan-10,22.5,3.58,0.97,,
22-Jan-10,22.24,3.54,0.98,,
25-Jan-10,21.7,3.52,0.98,,
27-Jan-10,21.03,3.41,1.01,,
28-Jan-10,21.09,3.42,1.01,,
29-Jan-10,21,3.43,1.01,,
1-Feb-10,21.07,3.45,1,,
2-Feb-10,20.77,3.4,1.02,,
3-Feb-10,21.21,3.47,1,,
4-Feb-10,20.84,3.41,1.02,,
5-Feb-10,20.18,3.32,1.05,,
6-Feb-10,20.35,3.35,1.04,,
8-Feb-10,20.36,3.35,1.04,,
9-Feb-10,20.5,3.37,1.03,,
10-Feb-10,20.35,3.35,1.04,,
11-Feb-10,20.65,3.4,1.02,,
15-Feb-10,20.54,3.38,1.03,,
16-Feb-10,20.77,3.42,1.02,,
17-Feb-10,21.02,3.46,1,,
18-Feb-10,20.91,3.44,1.01,,
19-Feb-10,20.72,3.41,1.02,,
22-Feb-10,20.77,3.42,1.02,,
23-Feb-10,20.83,3.43,1.01,,
24-Feb-10,20.78,3.42,1.02,,
25-Feb-10,20.79,3.42,1.02,,
26-Feb-10,20.92,3.46,1,,
2-Mar-10,21.33,3.53,0.98,,
3-Mar-10,21.63,3.58,0.97,,
4-Mar-10,21.59,3.57,0.97,,
5-Mar-10,21.63,3.58,0.97,,
8-Mar-10,21.8,3.61,0.96,,
9-Mar-10,21.7,3.59,0.97,,
10-Mar-10,21.77,3.6,0.96,,
11-Mar-10,21.84,3.61,0.96,,
12-Mar-10,21.86,3.62,0.96,,
15-Mar-10,21.82,3.61,0.96,,
16-Mar-10,22.12,3.66,0.95,,
17-Mar-10,22.26,3.68,0.94,,
18-Mar-10,22.32,3.69,0.94,,
19-Mar-10,22.39,3.71,0.94,,
22-Mar-10,22.15,3.66,0.95,,
23-Mar-10,22.23,3.68,0.94,,
25-Mar-10,22.38,3.7,0.94,,
26-Mar-10,22.47,3.72,0.93,,
29-Mar-10,22.56,3.73,0.93,,
30-Mar-10,22.39,3.71,0.94,,
31-Mar-10,22.33,3.7,0.94,,
1-Apr-10,22.52,3.73,0.93,,
5-Apr-10,22.85,3.78,0.92,,
6-Apr-10,22.84,3.78,0.92,,
7-Apr-10,22.88,3.79,0.92,,
8-Apr-10,22.96,3.77,0.92,,
9-Apr-10,23.21,3.81,0.91,,
12-Apr-10,23.11,3.79,0.91,,
13-Apr-10,23.04,3.78,0.92,,
15-Apr-10,22.83,3.75,0.93,,
